category,shopping_mall,age,quantity,price,month
1,7,51,0,25,3
1,5,13,1,26,0
5,5,1,1,6,9
2,5,23,1,18,3
1,4,47,4,32,7
6,6,3,3,38,0
5,6,30,4,14,4
5,3,23,3,13,6
1,5,35,2,28,10
0,4,36,0,3,9
1,7,45,0,25,0
1,5,29,1,26,5
2,6,51,1,18,4
2,7,27,0,11,3
1,7,42,1,26,7
1,5,19,0,25,1
2,6,50,2,20,0
1,7,49,4,32,5
1,6,8,4,32,11
1,4,47,4,32,8
0,6,8,3,15,0
7,9,46,1,16,6
3,3,21,1,1,2
1,6,11,0,25,9
1,8,27,3,30,7
1,7,24,3,30,8
2,9,27,3,22,11
4,1,21,1,31,2
1,6,44,0,25,8
1,4,48,0,25,4
5,7,47,1,6,10
7,2,21,4,23,5
5,7,4,2,9,4
1,8,6,1,26,0
1,8,45,3,30,4
2,3,39,4,24,4
1,7,41,4,32,2
6,6,12,0,29,0
1,9,31,3,30,0
3,4,38,3,5,10
4,3,51,4,36,7
4,3,42,4,36,7
7,2,3,4,23,2
3,6,11,2,4,8
6,4,8,1,34,3
1,5,43,2,28,8
2,2,12,2,20,9
1,7,49,2,28,1
5,6,45,0,2,0
1,6,11,2,28,4
4,9,2,2,33,3
7,6,5,0,10,2
7,6,27,2,19,10
3,3,19,0,0,1
1,1,5,1,26,5
7,4,51,2,19,11
1,6,37,0,25,2
1,9,49,3,30,4
1,8,31,3,30,9
1,7,6,4,32,11
1,6,0,3,30,0
7,6,0,2,19,11
3,5,8,4,7,10
7,4,13,1,16,2
4,7,24,1,31,1
1,3,32,2,28,7
2,5,21,0,11,4
4,5,44,2,33,11
1,5,40,4,32,6
3,5,5,4,7,7
7,5,5,4,23,0
2,0,41,0,11,2
1,5,21,2,28,1
1,7,25,2,28,1
5,5,3,4,14,9
4,3,0,2,33,4
2,5,3,4,24,9
1,7,38,1,26,6
7,5,13,4,23,4
2,4,2,0,11,7
3,5,19,2,4,9
1,4,28,3,30,3
6,7,6,3,38,11
3,8,21,3,5,4
0,5,51,4,17,6
1,6,42,3,30,1
7,6,2,1,16,11
1,8,44,4,32,0
7,5,31,0,10,3
6,7,28,3,38,1
3,5,49,3,5,6
1,5,24,1,26,11
2,4,21,1,18,1
4,8,38,0,27,11
7,4,39,1,16,9
0,6,9,1,8,6
0,3,32,2,12,0
3,4,38,4,7,0
3,5,32,2,4,1
1,7,2,4,32,1
2,4,12,3,22,5
1,0,13,0,25,11
2,2,14,4,24,3
4,5,36,2,33,11
0,7,23,2,12,0
7,5,28,0,10,4
2,4,28,3,22,10
3,5,49,2,4,11
7,7,13,3,21,1
1,5,39,3,30,11
7,5,27,3,21,1
2,2,48,1,18,0
2,6,27,1,18,4
2,4,8,4,24,0
1,6,7,3,30,0
7,9,2,0,10,11
1,6,36,1,26,10
3,7,46,2,4,4
1,6,22,1,26,1
7,4,48,2,19,4
1,0,46,1,26,4
3,8,22,1,1,3
3,8,29,1,1,11
3,7,11,3,5,3
7,3,2,3,21,0
1,8,20,0,25,0
1,6,19,3,30,7
0,5,15,1,8,3
0,1,4,4,17,8
1,6,4,1,26,1
5,4,2,1,6,7
4,4,40,1,31,10
1,0,29,3,30,1
1,3,15,1,26,2
3,4,30,0,0,6
1,6,50,3,30,1
2,8,0,2,20,3
1,5,16,0,25,7
2,4,19,1,18,10
1,6,22,1,26,9
2,9,4,4,24,10
1,7,32,2,28,0
7,9,41,2,19,3
7,3,5,3,21,5
4,3,18,3,35,6
5,7,34,3,13,0
0,1,50,1,8,5
1,5,9,4,32,8
3,3,23,0,0,3
3,5,45,3,5,11
2,7,51,2,20,0
3,6,43,3,5,3
1,4,22,2,28,7
1,5,48,2,28,0
2,6,21,0,11,7
1,6,33,1,26,10
6,3,4,3,38,2
1,4,49,3,30,0
1,4,48,4,32,4
3,4,17,0,0,4
2,3,33,3,22,9
1,4,51,0,25,2
1,1,5,1,26,5
7,7,36,4,23,0
0,6,46,1,8,0
4,5,48,4,36,1
7,7,35,2,19,7
3,5,8,4,7,8
1,3,4,1,26,10
1,4,27,1,26,0
7,6,51,2,19,0
4,0,50,3,35,8
1,7,30,3,30,8
1,8,8,2,28,3
5,6,8,4,14,3
1,4,10,2,28,0
2,5,14,2,20,0
2,5,25,1,18,10
1,4,14,4,32,8
1,6,43,0,25,5
3,0,9,3,5,11
1,4,36,4,32,5
1,6,1,2,28,1
3,4,43,0,0,9
1,2,40,0,25,0
2,0,19,1,18,0
3,5,21,2,4,4
1,5,18,0,25,5
7,5,42,2,19,10
7,0,48,3,21,4
0,4,28,3,15,3
7,2,29,1,16,3
1,8,50,2,28,8
1,6,1,2,28,4
1,6,3,4,32,6
3,0,18,1,1,10
3,5,39,1,1,9
7,8,14,4,23,0
7,7,8,2,19,7
7,8,49,0,10,8
3,6,44,2,4,0
0,3,27,2,12,4
2,7,11,4,24,7
1,6,30,3,30,5
1,0,5,3,30,3
4,9,2,3,35,7
4,6,44,4,36,9
4,5,50,3,35,4
7,2,11,2,19,6
0,6,3,0,3,6
5,0,39,2,9,10
5,5,15,0,2,8
0,6,6,4,17,6
2,4,34,2,20,9
6,5,10,4,39,6
1,4,16,3,30,5
1,5,4,2,28,4
6,4,17,2,37,0
3,6,2,4,7,1
7,5,27,2,19,9
1,3,8,1,26,7
4,4,15,2,33,5
7,5,51,1,16,0
3,4,13,1,1,1
3,9,29,0,0,6
1,6,10,4,32,2
1,5,11,4,32,4
4,6,30,3,35,8
2,4,23,1,18,0
1,5,25,4,32,5
1,6,19,2,28,2
1,1,13,1,26,1
2,6,26,0,11,7
1,5,44,4,32,0
2,5,12,1,18,1
3,8,20,1,1,10
3,3,34,0,0,2
2,0,16,4,24,0
1,6,2,3,30,7
1,0,46,4,32,9
4,9,14,3,35,6
1,5,32,3,30,2
1,4,14,4,32,8
3,6,34,4,7,10
5,4,38,3,13,11
1,4,7,4,32,2
1,5,10,4,32,0
6,5,10,4,39,7
1,5,19,1,26,9
7,3,33,3,21,11
0,4,32,0,3,3
1,5,0,4,32,1
2,4,49,2,20,10
1,4,32,1,26,1
0,6,3,0,3,10
1,4,35,2,28,7
7,1,22,1,16,0
0,9,33,3,15,5
2,7,26,4,24,11
3,6,13,3,5,11
3,7,45,4,7,3
4,3,3,2,33,6
1,4,49,4,32,2
1,2,51,4,32,2
3,4,43,3,5,4
6,1,42,0,29,1
1,6,21,1,26,3
3,4,34,2,4,2
2,4,44,2,20,4
1,7,45,0,25,4
1,3,20,2,28,10
6,0,43,2,37,5
4,5,33,1,31,5
2,7,2,3,22,4
1,5,41,0,25,0
5,8,40,0,2,6
1,3,35,2,28,4
3,5,12,0,0,2
1,4,42,2,28,2
4,5,35,0,27,11
1,2,1,3,30,11
1,8,48,3,30,3
1,9,24,1,26,8
1,5,26,1,26,0
2,7,28,2,20,3
1,3,0,3,30,9
1,3,5,0,25,7
6,3,16,4,39,6
2,7,22,3,22,1
2,7,8,4,24,10
1,6,26,0,25,6
2,6,12,4,24,5
1,4,16,2,28,5
4,6,26,0,27,6
1,1,21,4,32,7
2,3,1,1,18,4
3,5,24,0,0,10
2,5,17,0,11,8
2,4,36,1,18,10
7,3,29,1,16,4
1,5,27,0,25,0
2,4,18,2,20,6
1,5,20,0,25,9
1,4,50,4,32,1
4,4,40,2,33,0
6,3,7,3,38,1
1,6,31,3,30,11
1,5,46,1,26,1
2,9,42,3,22,4
4,9,31,2,33,1
0,6,25,2,12,11
6,9,19,4,39,1
1,7,35,1,26,10
7,5,13,1,16,8
1,4,6,3,30,1
3,6,46,3,5,9
1,5,9,0,25,9
2,6,19,3,22,0
1,0,6,3,30,11
4,9,39,1,31,0
1,5,27,1,26,11
0,4,5,3,15,11
1,5,1,4,32,2
1,9,21,1,26,8
1,7,3,4,32,7
2,8,15,2,20,7
3,0,34,0,0,3
1,6,3,4,32,3
0,5,46,1,8,1
7,4,34,2,19,5
4,3,26,1,31,6
0,4,34,1,8,8
1,4,48,4,32,6
3,6,22,3,5,3
2,5,39,4,24,8
1,1,27,0,25,11
2,6,3,3,22,2
1,5,33,4,32,6
6,5,38,2,37,4
2,7,29,3,22,0
1,5,39,0,25,4
1,5,24,1,26,9
2,7,6,3,22,7
2,9,46,3,22,8
1,4,40,2,28,6
7,5,10,0,10,9
7,4,22,0,10,4
3,8,12,4,7,8
1,6,25,4,32,6
3,6,27,3,5,1
1,4,40,4,32,1
1,0,7,4,32,1
1,4,13,3,30,5
1,4,4,3,30,8
3,0,9,0,0,4
2,7,46,4,24,2
3,0,43,2,4,7
2,9,37,3,22,3
1,4,2,4,32,9
1,5,34,1,26,1
0,6,17,0,3,4
1,0,41,4,32,0
4,4,27,4,36,7
3,0,3,1,1,11
1,5,32,3,30,6
1,4,8,0,25,2
5,4,32,4,14,6
1,5,34,3,30,1
1,4,7,0,25,5
1,6,37,3,30,1
1,5,40,3,30,4
1,1,17,0,25,8
1,5,35,3,30,6
1,5,9,4,32,10
4,5,41,0,27,2
3,5,15,1,1,4
2,3,46,1,18,5
3,6,0,1,1,2
6,5,13,2,37,0
1,7,28,1,26,0
5,7,20,3,13,5
1,5,30,3,30,11
1,5,47,0,25,5
7,4,29,3,21,4
3,4,32,1,1,6
0,6,40,4,17,1
0,1,29,4,17,2
0,4,28,0,3,8
6,1,29,0,29,4
4,6,12,2,33,5
2,4,41,2,20,9
1,4,41,4,32,11
1,4,36,1,26,5
2,7,1,4,24,7
0,5,16,3,15,2
4,3,24,0,27,9
1,3,42,4,32,0
1,6,44,4,32,3
5,7,38,2,9,0
2,9,22,3,22,8
2,5,51,0,11,6
6,0,50,0,29,10
3,5,23,3,5,3
1,5,49,0,25,6
1,4,26,1,26,0
2,4,30,2,20,6
3,4,41,4,7,1
1,1,1,0,25,9
1,2,21,4,32,0
1,3,8,1,26,0
7,5,42,1,16,7
2,4,33,1,18,3
4,5,34,1,31,7
7,1,2,2,19,3
1,4,31,4,32,9
3,5,50,0,0,6
1,1,34,3,30,0
1,4,36,3,30,11
1,3,18,3,30,4
0,4,13,0,3,11
2,7,48,4,24,3
4,6,36,1,31,8
2,5,3,1,18,0
6,4,19,0,29,1
3,0,27,4,7,2
5,3,10,4,14,7
2,5,26,3,22,6
6,4,22,0,29,3
1,2,37,4,32,0
5,7,39,3,13,1
2,1,16,2,20,1
2,4,4,2,20,7
3,1,14,0,0,2
1,3,17,3,30,0
1,3,5,4,32,10
3,7,43,2,4,5
7,7,46,4,23,8
2,7,1,3,22,7
2,6,15,3,22,11
4,5,14,0,27,2
4,4,15,0,27,1
1,8,14,1,26,9
3,5,41,2,4,0
1,4,4,3,30,0
2,3,12,0,11,1
1,4,43,4,32,0
2,6,48,0,11,5
2,6,4,1,18,0
2,4,41,1,18,3
6,4,22,1,34,7
6,8,37,3,38,9
7,6,30,2,19,1
2,4,16,0,11,6
3,4,16,2,4,5
3,0,36,3,5,0
0,4,0,0,3,2
2,5,16,1,18,4
1,2,14,2,28,7
7,7,34,3,21,8
1,3,12,1,26,8
1,9,41,2,28,0
6,7,5,1,34,0
1,1,6,0,25,10
4,5,11,2,33,5
1,1,32,2,28,8
2,4,43,3,22,5
1,5,25,3,30,9
7,2,49,1,16,4
0,3,35,1,8,6
1,4,13,0,25,2
1,3,1,3,30,1
2,4,34,0,11,1
2,6,22,2,20,10
3,6,38,2,4,9
1,6,9,3,30,11
6,4,29,0,29,11
1,3,5,0,25,7
4,2,7,4,36,4
2,4,18,3,22,2
1,9,4,3,30,0
2,4,15,1,18,4
5,5,3,3,13,4
7,2,27,4,23,9
3,7,4,4,7,0
4,5,6,4,36,4
6,6,38,0,29,0
4,6,7,0,27,8
0,3,44,4,17,7
1,6,36,2,28,7
1,0,4,0,25,10
1,0,3,4,32,1
1,4,23,4,32,4
7,4,16,3,21,2
1,3,11,4,32,9
1,9,19,4,32,6
4,4,12,4,36,3
7,3,8,2,19,2
1,6,26,1,26,11
1,4,17,0,25,10
1,9,18,2,28,2
1,7,0,4,32,7
1,9,38,2,28,9
2,6,45,1,18,11
2,3,29,1,18,7
1,3,5,1,26,5
2,6,0,2,20,6
1,4,51,2,28,8
2,6,41,2,20,1
1,5,46,3,30,6
1,9,20,1,26,7
7,5,2,3,21,7
1,9,43,1,26,5
1,6,15,4,32,3
4,9,39,2,33,0
0,7,12,2,12,9
2,5,34,1,18,11
1,6,13,4,32,11
1,4,9,4,32,7
1,5,13,2,28,4
5,0,39,1,6,6
1,4,13,0,25,5
1,9,11,2,28,9
4,4,14,2,33,8
1,6,12,3,30,7
2,7,48,4,24,7
4,5,38,1,31,1
3,6,42,3,5,7
6,1,19,0,29,0
1,1,20,4,32,0
3,5,34,4,7,9
1,6,6,0,25,6
4,7,43,3,35,0
5,5,26,4,14,4
3,8,1,0,0,4
1,4,9,0,25,7
1,5,40,2,28,7
2,4,3,1,18,7
7,5,18,4,23,2
1,7,24,3,30,5
7,6,43,1,16,8
7,3,9,1,16,9
1,5,24,2,28,10
1,0,13,3,30,0
1,6,1,2,28,1
6,4,36,1,34,2
3,5,42,4,7,8
1,6,4,3,30,4
1,6,17,0,25,3
1,4,3,2,28,3
0,9,39,3,15,6
6,1,4,4,39,3
1,9,45,1,26,11
1,5,34,3,30,11
7,6,15,4,23,3
1,3,4,3,30,2
1,4,21,4,32,8
3,6,5,3,5,9
1,7,31,4,32,5
3,3,28,3,5,8
2,1,21,3,22,3
5,3,11,3,13,2
0,6,12,1,8,2
1,2,13,3,30,1
3,3,51,4,7,6
3,4,21,2,4,8
2,2,9,0,11,4
4,6,46,1,31,10
1,4,1,1,26,6
1,4,5,0,25,3
1,5,36,1,26,8
0,6,30,0,3,9
1,5,19,3,30,4
7,4,1,4,23,8
4,3,37,1,31,1
1,5,8,0,25,9
1,4,33,4,32,1
3,7,32,3,5,10
4,7,33,0,27,0
3,3,35,3,5,6
3,4,51,4,7,4
4,7,37,3,35,8
2,3,11,0,11,4
1,5,32,2,28,0
3,0,32,1,1,2
1,8,2,1,26,7
1,4,38,3,30,1
4,3,9,2,33,4
1,1,31,0,25,10
3,6,10,2,4,0
6,5,3,0,29,7
1,6,42,4,32,6
1,6,47,2,28,11
3,7,46,2,4,2
1,2,13,1,26,4
5,6,31,1,6,1
1,2,33,3,30,3
7,4,14,2,19,2
4,7,28,3,35,6
1,8,1,3,30,0
1,5,30,0,25,3
2,2,23,2,20,6
3,4,37,0,0,10
1,7,12,1,26,7
6,8,22,4,39,9
1,0,37,2,28,0
4,6,26,2,33,11
1,8,34,4,32,11
3,2,47,0,0,7
1,3,3,0,25,10
0,9,11,1,8,1
1,3,19,4,32,10
1,4,11,4,32,4
1,4,39,2,28,4
2,4,31,2,20,3
2,5,15,2,20,7
1,4,27,2,28,5
2,3,26,2,20,9
1,6,38,2,28,6
2,3,4,0,11,10
5,4,4,3,13,4
1,4,41,1,26,11
3,4,38,4,7,3
1,6,6,0,25,2
7,4,30,4,23,7
0,9,32,3,15,5
6,4,26,4,39,1
3,5,51,3,5,7
1,4,45,4,32,1
1,5,47,2,28,6
3,4,45,1,1,8
0,7,34,4,17,3
6,2,29,0,29,1
1,7,12,4,32,5
3,6,45,0,0,0
1,0,51,4,32,4
1,4,44,1,26,10
1,9,6,3,30,6
7,4,26,2,19,4
0,0,38,0,3,9
0,7,30,2,12,2
4,0,14,1,31,5
1,7,5,1,26,1
4,0,47,1,31,3
2,2,35,1,18,2
7,3,30,0,10,11
3,0,7,1,1,7
0,5,45,2,12,10
1,4,26,0,25,11
7,9,6,2,19,10
1,5,1,2,28,6
3,7,3,0,0,1
3,5,25,1,1,9
1,8,16,1,26,1
1,4,18,3,30,6
2,5,12,1,18,0
1,6,22,2,28,0
4,6,0,1,31,7
5,6,16,0,2,10
4,5,26,3,35,9
4,8,30,1,31,6
1,0,18,3,30,9
2,6,9,4,24,6
1,4,27,3,30,3
7,4,43,2,19,1
1,1,24,0,25,11
3,0,22,3,5,4
7,6,23,3,21,0
3,0,51,1,1,11
7,3,22,2,19,1
4,1,20,4,36,8
1,4,17,2,28,11
7,5,14,2,19,8
1,3,15,4,32,8
3,9,47,1,1,7
2,1,12,2,20,7
4,3,21,0,27,2
0,4,31,2,12,10
1,0,22,4,32,6
0,3,15,1,8,3
1,2,30,4,32,7
0,3,13,1,8,3
7,4,29,4,23,11
0,5,9,4,17,11
1,0,28,3,30,7
2,7,34,2,20,2
1,7,50,4,32,2
7,6,25,4,23,4
1,4,19,3,30,7
2,9,48,1,18,5
2,9,15,1,18,0
6,6,11,1,34,0
3,6,48,3,5,4
1,6,47,3,30,10
1,1,7,3,30,1
6,6,15,3,38,9
3,4,43,1,1,10
6,6,27,4,39,11
2,7,14,2,20,0
2,3,47,3,22,4
1,4,40,1,26,0
3,5,28,3,5,9
1,6,42,0,25,9
1,3,25,3,30,4
3,5,6,2,4,9
1,5,3,1,26,3
1,3,37,4,32,3
1,5,33,3,30,10
1,5,7,0,25,6
3,2,1,3,5,0
3,0,5,3,5,8
7,3,41,2,19,9
1,7,13,1,26,3
7,5,21,2,19,0
7,7,39,3,21,0
1,4,33,1,26,6
4,9,7,2,33,2
3,6,33,4,7,1
6,8,4,3,38,11
1,5,46,1,26,6
4,4,43,1,31,1
2,1,22,4,24,5
2,4,32,0,11,0
1,4,8,3,30,1
4,3,18,1,31,5
1,4,23,3,30,9
2,3,20,4,24,2
2,9,19,2,20,7
2,7,24,3,22,4
4,4,4,2,33,7
2,3,24,4,24,0
1,8,11,0,25,11
3,5,36,1,1,4
7,7,6,3,21,6
0,7,20,4,17,11
4,4,43,4,36,0
3,1,14,4,7,4
5,4,8,1,6,0
7,1,18,3,21,9
3,4,24,4,7,11
3,4,44,0,0,7
7,4,18,2,19,1
3,6,31,4,7,5
1,7,38,3,30,4
0,0,22,0,3,2
1,9,31,4,32,5
7,7,15,3,21,1
3,8,3,1,1,7
2,7,43,0,11,7
2,7,5,2,20,0
0,4,10,3,15,3
1,7,29,0,25,6
4,7,42,1,31,7
1,3,32,3,30,1
2,4,45,4,24,1
1,2,33,4,32,2
5,6,28,2,9,10
0,5,40,3,15,8
3,1,28,2,4,8
7,6,28,3,21,9
5,6,8,1,6,0
7,5,2,1,16,8
0,1,0,0,3,11
2,4,45,4,24,7
3,7,34,1,1,8
1,9,51,0,25,6
4,7,46,1,31,8
7,1,46,1,16,3
2,4,3,0,11,6
3,1,31,4,7,6
0,5,33,0,3,5
4,7,11,4,36,5
7,6,50,1,16,4
7,3,16,4,23,4
3,5,3,3,5,0
2,7,14,0,11,7
2,4,40,0,11,9
1,8,0,3,30,10
6,7,33,0,29,3
0,5,36,1,8,11
1,7,30,1,26,10
1,4,16,0,25,8
7,4,32,1,16,5
2,9,8,1,18,1
0,7,28,4,17,1
7,0,10,0,10,11
3,0,0,2,4,7
2,9,43,1,18,11
7,4,42,3,21,5
2,8,43,2,20,2
1,7,13,1,26,0
1,6,31,1,26,5
7,6,42,4,23,4
1,9,50,1,26,9
3,4,43,1,1,0
0,5,23,4,17,2
2,5,40,3,22,3
3,6,40,1,1,4
2,4,48,0,11,0
4,4,17,3,35,0
6,6,44,3,38,5
4,2,39,4,36,11
1,2,47,2,28,6
6,3,40,4,39,6
1,3,47,1,26,10
7,8,8,1,16,11
5,4,0,3,13,2
0,5,45,3,15,10
1,3,4,3,30,7
7,1,42,3,21,11
2,6,21,0,11,3
1,5,32,0,25,11
2,9,27,2,20,9
1,5,50,3,30,7
3,5,23,0,0,9
1,4,9,1,26,8
3,1,47,2,4,2
5,7,7,2,9,8
5,5,49,1,6,0
1,4,10,1,26,6
0,3,1,4,17,7
2,3,24,2,20,11
0,5,38,3,15,8
4,0,33,3,35,9
4,0,39,2,33,11
1,7,46,3,30,1
3,3,45,4,7,2
1,5,18,0,25,10
4,5,40,4,36,4
1,2,18,4,32,10
2,5,9,1,18,9
1,3,47,1,26,6
7,7,33,2,19,10
5,9,33,0,2,1
1,6,16,0,25,0
1,6,32,3,30,6
2,5,36,4,24,1
2,5,30,2,20,7
1,7,39,2,28,0
3,0,0,2,4,6
0,5,1,2,12,10
3,4,25,2,4,9
1,6,33,3,30,9
1,3,42,0,25,1
7,3,36,0,10,7
3,4,20,3,5,3
4,4,39,4,36,1
2,8,28,2,20,0
1,0,39,3,30,9
1,4,0,2,28,2
3,2,19,4,7,0
3,4,44,3,5,4
7,4,11,1,16,7
1,5,26,2,28,0
7,8,14,0,10,10
3,9,8,2,4,6
4,9,17,1,31,8
1,4,38,0,25,8
6,8,39,0,29,3
3,4,48,1,1,9
1,6,21,2,28,2
2,5,12,0,11,0
5,7,49,0,2,0
1,7,5,2,28,3
1,5,17,4,32,7
1,5,5,1,26,9
3,6,16,2,4,6
5,5,3,2,9,8
4,7,8,1,31,10
0,7,21,4,17,11
1,6,43,2,28,10
6,2,35,4,39,1
1,3,11,1,26,4
1,3,7,3,30,0
4,5,47,3,35,7
1,5,6,4,32,8
1,4,6,2,28,0
4,3,30,4,36,9
0,3,20,4,17,4
2,6,36,0,11,11
2,8,45,3,22,0
1,4,9,4,32,2
7,4,48,2,19,11
1,6,30,3,30,0
1,9,16,2,28,8
7,4,13,2,19,2
1,5,25,0,25,9
3,4,48,3,5,3
4,4,45,2,33,2
1,4,47,0,25,2
6,9,3,4,39,0
6,1,17,0,29,11
4,6,37,4,36,10
1,4,3,1,26,5
2,5,2,3,22,1
1,3,32,0,25,11
1,4,36,2,28,11
3,4,38,4,7,4
4,6,7,3,35,5
6,6,42,3,38,7
2,5,42,3,22,2
1,0,48,0,25,5
0,5,22,3,15,4
5,0,13,0,2,8
1,8,30,2,28,6
0,2,43,4,17,4
1,3,33,3,30,0
1,0,49,1,26,5
0,5,30,4,17,4
7,4,6,3,21,6
3,5,19,2,4,10
3,5,30,1,1,1
2,5,10,1,18,11
1,4,15,2,28,1
1,1,33,3,30,11
3,4,31,4,7,0
2,2,9,1,18,5
2,7,33,3,22,9
2,7,13,3,22,5
1,6,36,3,30,1
1,2,50,3,30,7
2,6,6,2,20,7
2,4,47,1,18,10
6,8,1,2,37,6
2,7,12,4,24,0
1,3,6,3,30,11
4,4,29,2,33,10
3,2,1,4,7,1
7,3,10,4,23,9
1,6,9,2,28,6
1,4,23,3,30,11
4,4,35,0,27,7
5,4,17,3,13,0
2,5,50,4,24,9
1,5,26,2,28,1
0,5,25,2,12,0
4,7,10,0,27,3
7,8,37,0,10,11
1,5,3,1,26,10
1,6,24,1,26,0
0,5,26,2,12,4
2,7,13,3,22,5
0,7,45,3,15,10
1,1,23,2,28,3
1,3,49,0,25,6
3,4,4,3,5,5
2,9,23,0,11,2
2,8,35,3,22,7
7,5,14,3,21,10
2,3,24,4,24,7
2,2,12,4,24,6
1,6,24,2,28,0
3,3,1,4,7,0
1,4,23,2,28,7
3,5,24,4,7,1
2,6,9,3,22,7
1,7,10,2,28,4
1,5,10,2,28,1
0,9,20,4,17,10
1,5,46,2,28,0
2,4,26,4,24,1
5,6,46,1,6,3
1,4,50,0,25,5
1,5,48,2,28,6
4,2,9,4,36,7
2,1,44,1,18,0
2,5,47,0,11,10
1,4,22,2,28,0
3,5,6,2,4,2
3,4,8,1,1,0
1,6,23,0,25,2
2,4,41,4,24,2
3,5,35,0,0,1
7,6,43,4,23,6
3,9,13,4,7,4
6,4,16,2,37,2
1,4,16,0,25,0
6,7,36,3,38,0
4,9,51,0,27,5
4,3,34,1,31,10
3,9,14,3,5,5
1,3,40,0,25,9
1,6,24,3,30,4
0,4,8,0,3,5
1,2,9,2,28,7
2,4,2,1,18,6
2,4,37,0,11,0
1,4,37,2,28,0
7,4,38,3,21,8
6,3,34,1,34,6
1,9,36,0,25,6
1,3,17,0,25,5
1,5,14,0,25,7
5,9,12,1,6,9
2,0,30,2,20,4
1,7,17,1,26,8
7,6,34,3,21,4
4,5,42,1,31,7
7,6,24,4,23,2
6,5,17,3,38,0
2,6,28,0,11,6
4,6,23,4,36,0
6,5,13,2,37,7
2,1,2,2,20,7
2,2,18,2,20,2
1,4,51,1,26,1
2,3,51,0,11,7
4,9,31,3,35,7
7,5,28,4,23,0
5,4,5,2,9,3
1,4,35,3,30,4
3,7,49,4,7,10
2,5,19,2,20,5
6,7,25,0,29,5
7,1,19,3,21,0
1,4,14,4,32,3
5,4,7,2,9,3
3,5,15,0,0,8
1,6,5,2,28,3
4,3,49,2,33,11
7,4,49,1,16,8
6,7,27,2,37,6
2,6,12,1,18,2
7,3,35,4,23,7
3,0,22,2,4,4
3,5,32,3,5,7
7,6,12,3,21,7
0,7,21,4,17,6
1,6,29,1,26,9
1,3,32,2,28,6
3,6,33,4,7,7
3,3,35,0,0,4
1,6,43,3,30,0
1,1,10,4,32,4
5,4,12,3,13,0
3,1,49,1,1,0
1,5,40,2,28,5
1,5,35,1,26,1
1,2,7,0,25,6
1,5,38,0,25,0
1,6,41,0,25,11
1,4,49,3,30,0
2,5,20,1,18,9
4,5,30,3,35,5
1,8,2,0,25,6
3,6,32,1,1,2
1,4,26,3,30,10
1,8,37,1,26,3
6,3,33,4,39,8
1,5,26,0,25,3
2,5,1,1,18,5
4,7,32,3,35,1
1,7,7,1,26,9
5,7,11,2,9,3
6,5,11,0,29,7
1,3,0,0,25,3
7,7,47,1,16,2
1,4,4,1,26,4
1,2,36,4,32,0
3,7,50,3,5,11
3,3,30,1,1,1
2,4,16,1,18,2
1,4,31,2,28,1
3,7,22,2,4,0
1,4,0,1,26,2
7,5,51,1,16,11
1,5,48,2,28,1
3,6,16,1,1,0
3,6,43,1,1,0
1,4,6,1,26,8
4,0,27,0,27,8
2,5,41,2,20,9
4,6,18,4,36,10
1,7,27,2,28,4
1,9,4,0,25,4
2,3,8,3,22,8
0,5,45,1,8,2
7,3,11,4,23,11
1,7,22,2,28,2
2,6,10,1,18,3
1,6,35,1,26,9
7,4,49,0,10,5
7,4,42,2,19,2
1,6,13,1,26,7
1,6,21,2,28,1
1,7,8,4,32,1
7,4,49,2,19,3
1,6,29,3,30,7
3,3,3,0,0,3
1,6,17,2,28,6
3,0,12,4,7,3
3,6,39,4,7,3
3,5,33,1,1,8
2,3,4,1,18,1
6,3,17,4,39,8
1,7,38,4,32,2
2,7,37,4,24,10
3,3,6,3,5,11
4,7,35,2,33,7
1,5,34,0,25,4
1,4,34,2,28,1
5,7,2,4,14,9
1,1,28,0,25,4
3,7,35,3,5,4
2,4,5,4,24,1
1,7,18,2,28,5
0,0,47,1,8,1
2,6,21,3,22,9
1,7,39,0,25,7
3,5,23,4,7,5
2,6,43,3,22,1
6,0,40,4,39,9
2,3,35,3,22,5
1,3,50,0,25,5
2,5,44,4,24,4
1,5,20,3,30,0
6,4,42,1,34,5
7,8,13,2,19,1
1,5,40,4,32,11
7,9,28,1,16,3
1,3,44,2,28,3
3,7,40,0,0,2
2,6,36,4,24,4
1,4,39,3,30,11
1,6,51,2,28,8
4,6,19,4,36,3
5,0,36,1,6,3
1,3,39,4,32,6
2,5,0,4,24,4
3,7,7,0,0,5
4,7,16,2,33,7
5,3,3,0,2,8
1,5,44,3,30,10
6,3,11,4,39,0
1,3,42,0,25,5
1,6,23,2,28,8
5,3,30,0,2,6
6,6,2,3,38,5
2,5,49,1,18,6
1,9,16,3,30,1
1,0,41,1,26,11
3,3,34,3,5,4
3,9,33,2,4,4
1,3,11,1,26,6
4,5,19,2,33,5
1,5,10,0,25,7
7,6,11,3,21,6
3,1,19,2,4,9
1,4,2,2,28,1
2,1,27,1,18,5
1,9,45,0,25,11
1,6,40,0,25,6
2,8,23,2,20,4
1,5,23,1,26,6
1,9,23,3,30,4
1,0,31,2,28,11
1,5,11,1,26,8
1,4,9,2,28,2
4,4,30,0,27,1
1,0,34,2,28,1
1,5,24,3,30,1
4,7,31,1,31,2
3,5,3,3,5,4
1,7,4,4,32,6
4,9,31,1,31,5
1,5,23,3,30,0
