category,shopping_mall,gender,age,quantity,price,month,year,payment_method
5,7,0,42,1,6,8,1,1
7,1,0,3,0,10,1,2,1
1,4,0,19,4,32,3,0,0
1,5,1,5,3,30,0,0,1
6,4,0,47,3,38,5,1,0
1,9,0,22,1,26,5,1,0
2,9,0,20,0,11,1,2,1
3,4,1,9,2,4,11,1,1
7,1,1,33,0,10,8,1,0
0,6,0,6,2,12,7,1,1
5,4,1,12,4,14,1,1,0
3,0,1,20,4,7,2,1,1
2,7,0,15,2,20,5,1,0
1,6,0,41,4,32,5,0,0
7,5,1,33,2,19,0,2,1
1,6,0,9,4,32,3,0,0
6,5,0,0,4,39,1,2,1
0,4,0,30,2,12,1,0,1
2,2,0,26,3,22,3,1,0
3,5,1,38,3,5,0,1,0
1,0,0,19,3,30,11,0,1
0,4,0,27,2,12,11,1,1
1,4,0,48,1,26,9,0,1
1,4,1,19,4,32,3,1,0
2,6,0,17,4,24,9,1,0
2,6,0,51,2,20,6,1,0
4,5,1,36,1,31,10,1,1
2,0,1,9,3,22,2,1,0
2,4,0,10,2,20,1,2,1
2,4,1,16,1,18,0,0,0
1,3,0,38,4,32,4,0,0
2,4,1,25,0,11,0,0,0
5,5,0,27,3,13,11,0,1
3,5,0,17,3,5,0,2,1
4,4,0,30,4,36,7,1,1
1,2,0,47,0,25,5,0,0
2,7,0,7,4,24,0,0,1
3,6,0,4,2,4,11,0,1
1,8,0,37,2,28,3,1,1
6,0,0,0,2,37,7,0,0
1,7,0,19,1,26,0,2,1
1,5,0,2,2,28,8,1,0
1,6,0,27,2,28,3,0,1
0,4,0,8,3,15,9,0,0
1,5,1,25,0,25,1,2,1
7,5,1,36,4,23,0,2,1
4,3,1,45,0,27,8,0,0
1,4,1,3,2,28,7,0,0
3,4,0,35,4,7,1,2,0
3,4,0,9,2,4,0,0,1
4,5,0,42,3,35,1,1,1
3,2,0,18,1,1,0,2,1
4,6,1,14,1,31,6,0,1
1,7,1,20,0,25,6,0,1
1,5,0,37,1,26,8,0,0
5,6,1,34,2,9,5,1,0
1,4,1,17,1,26,7,0,0
2,3,1,43,2,20,10,0,1
1,3,0,40,2,28,7,0,1
5,7,0,34,0,2,1,2,1
0,1,1,42,4,17,7,1,0
4,6,0,16,4,36,1,2,0
7,3,0,10,2,19,0,2,1
1,4,1,18,1,26,7,1,0
0,0,0,45,1,8,4,1,1
1,4,1,28,0,25,9,1,0
1,4,0,43,4,32,0,2,1
1,3,0,30,2,28,2,1,0
3,7,0,25,2,4,1,1,0
1,8,1,25,1,26,8,1,1
3,0,0,41,3,5,4,1,1
1,3,1,14,2,28,0,2,1
7,4,0,17,2,19,6,1,0
0,5,0,47,0,3,0,2,1
2,5,0,17,1,18,2,0,0
1,5,0,41,0,25,2,1,1
5,6,1,3,2,9,3,1,0
7,2,1,29,2,19,7,0,1
6,8,0,47,0,29,1,1,0
1,3,0,33,2,28,2,1,0
1,8,0,46,3,30,0,0,1
1,7,1,25,4,32,2,1,0
4,6,0,48,2,33,9,1,1
2,8,0,19,4,24,8,0,0
1,2,0,0,3,30,6,1,0
7,2,0,20,1,16,2,1,0
3,7,0,24,3,5,1,1,1
1,5,1,6,0,25,0,0,1
1,6,0,24,1,26,1,1,0
1,4,0,11,3,30,3,1,0
1,4,0,20,2,28,4,1,1
7,0,0,8,0,10,8,0,1
0,2,0,22,0,3,8,1,0
7,6,0,22,1,16,0,1,1
1,5,0,12,3,30,1,0,1
1,9,1,50,0,25,9,0,1
1,8,0,1,4,32,10,1,0
1,5,1,45,3,30,10,0,0
3,6,1,26,3,5,1,0,0
1,4,0,24,4,32,3,1,0
0,4,1,20,3,15,6,1,0
1,0,0,9,2,28,3,0,1
3,4,1,47,2,4,9,0,1
4,4,1,14,0,27,5,1,1
2,9,0,4,1,18,1,0,0
3,4,0,41,3,5,8,1,1
5,5,0,44,3,13,6,0,0
0,5,0,48,1,8,3,1,0
0,4,0,13,2,12,11,0,1
4,6,0,27,0,27,0,2,1
4,8,1,15,3,35,3,0,1
4,6,1,2,3,35,9,1,0
3,9,1,28,0,0,6,0,0
4,9,0,38,1,31,3,0,1
1,6,1,4,3,30,5,1,0
1,5,1,48,3,30,6,1,1
1,3,0,33,0,25,4,0,0
3,4,0,35,2,4,5,0,0
7,7,0,1,4,23,10,0,1
5,9,1,35,2,9,11,1,1
7,4,1,6,1,16,0,2,0
2,4,0,20,3,22,4,1,1
4,6,0,50,3,35,1,1,0
6,3,0,40,4,39,0,2,1
3,0,0,22,0,0,1,2,0
1,3,1,8,0,25,6,0,0
3,2,0,33,4,7,7,0,1
0,5,0,48,3,15,9,0,1
7,9,0,12,1,16,9,0,1
3,6,0,16,0,0,3,0,1
1,2,1,25,2,28,3,1,1
2,9,0,11,3,22,3,1,1
2,2,1,28,3,22,2,1,0
1,4,0,45,0,25,3,1,0
1,4,1,28,4,32,6,0,1
1,8,0,3,3,30,9,1,1
0,5,1,23,2,12,10,1,0
1,7,1,19,1,26,3,1,1
2,0,1,27,4,24,9,0,1
4,6,0,24,2,33,7,0,0
2,1,1,22,1,18,1,0,1
4,4,1,15,3,35,2,1,1
3,4,1,28,4,7,5,0,0
3,6,1,4,3,5,9,1,1
1,7,1,40,4,32,2,1,0
1,5,0,23,0,25,0,2,0
1,4,1,41,0,25,8,1,1
1,7,1,13,1,26,8,0,1
4,7,0,2,2,33,0,1,1
3,0,0,32,0,0,0,2,0
1,6,1,27,2,28,7,1,0
1,6,1,41,3,30,5,0,1
3,4,1,6,2,4,8,1,0
7,5,0,9,2,19,6,0,0
1,3,0,26,4,32,1,2,1
6,5,0,50,2,37,10,0,1
1,6,0,44,4,32,2,0,1
1,4,0,48,0,25,10,0,1
1,4,1,19,0,25,6,0,1
5,6,1,46,0,2,4,1,1
1,4,0,15,3,30,7,1,1
7,7,0,35,3,21,0,0,0
4,5,1,7,2,33,0,2,1
2,5,0,9,2,20,5,1,0
1,4,1,15,0,25,9,1,0
6,4,1,7,0,29,5,1,0
1,5,1,7,3,30,0,0,1
2,0,1,5,3,22,0,1,1
3,5,0,12,4,7,0,1,1
1,5,0,9,3,30,8,1,1
7,3,1,35,2,19,1,1,0
1,1,0,7,2,28,6,1,1
1,3,1,36,2,28,2,0,1
5,4,0,22,1,6,4,1,1
0,5,1,35,3,15,1,1,1
7,4,0,0,2,19,6,1,0
2,7,0,13,2,20,1,2,1
1,3,1,19,0,25,7,0,0
1,3,0,34,3,30,1,0,0
4,2,1,2,1,31,2,0,1
7,9,0,48,2,19,2,1,1
7,4,1,49,4,23,2,0,1
2,3,1,0,0,11,4,1,0
2,7,0,10,1,18,5,1,1
4,9,0,44,3,35,10,0,1
2,4,0,18,1,18,6,1,1
1,0,0,16,2,28,4,1,1
5,4,1,9,4,14,0,2,1
1,4,1,46,1,26,7,0,1
1,7,1,4,1,26,2,0,1
1,1,1,11,3,30,3,1,1
3,9,0,21,1,1,8,0,0
3,0,1,16,3,5,0,2,1
7,6,0,35,2,19,4,1,0
1,1,1,23,1,26,10,1,0
6,2,0,45,1,34,5,1,0
3,3,0,27,3,5,5,1,0
4,6,0,40,4,36,2,0,0
5,3,0,1,1,6,2,1,1
3,6,1,33,3,5,2,0,0
0,1,0,21,0,3,6,1,0
2,2,0,25,1,18,11,0,0
7,7,0,14,3,21,5,0,1
7,9,1,43,3,21,9,0,1
4,7,0,4,4,36,3,1,0
7,9,0,31,2,19,10,0,1
3,5,1,27,0,0,6,0,1
4,5,0,11,3,35,2,1,1
3,8,1,1,1,1,0,1,0
2,6,0,28,0,11,1,2,0
1,5,0,18,3,30,7,0,0
6,8,0,50,1,34,1,2,0
3,6,0,38,1,1,0,1,1
1,3,1,17,2,28,6,1,1
1,5,1,49,3,30,10,1,0
3,5,0,25,4,7,7,1,0
3,6,1,28,1,1,3,0,0
5,3,1,36,1,6,7,1,0
6,5,0,11,2,37,6,0,1
6,4,0,22,1,34,0,2,0
1,3,0,10,4,32,2,0,0
4,7,0,50,4,36,2,1,0
1,5,0,29,4,32,3,1,0
7,7,0,44,0,10,4,1,1
1,5,1,40,0,25,10,0,0
4,4,1,5,2,33,1,0,0
4,3,0,51,3,35,7,1,0
1,7,0,51,1,26,11,1,1
6,6,1,8,0,29,8,0,1
0,7,0,9,1,8,7,1,0
1,6,1,39,2,28,7,0,1
1,9,0,4,2,28,1,2,1
4,3,0,32,0,27,4,0,1
6,4,0,2,4,39,2,0,0
1,5,1,27,0,25,7,1,0
1,4,0,29,3,30,11,0,1
2,5,0,13,2,20,2,0,1
4,8,0,12,0,27,2,1,0
1,6,0,20,1,26,10,0,0
2,5,0,22,0,11,3,1,0
3,1,0,38,0,0,0,1,0
2,7,1,7,4,24,0,1,0
7,4,0,1,4,23,0,2,1
5,4,1,33,4,14,9,1,0
1,4,0,4,2,28,11,1,0
2,5,0,41,4,24,0,0,1
1,9,0,32,2,28,1,2,0
1,6,1,47,0,25,7,1,0
3,7,0,24,4,7,11,1,1
2,5,1,6,1,18,6,1,0
4,4,0,11,1,31,11,1,0
4,6,1,35,1,31,10,1,0
5,2,0,46,3,13,0,1,0
4,2,0,20,4,36,8,1,0
1,9,0,48,1,26,0,0,1
3,6,0,38,4,7,4,0,1
1,6,0,32,0,25,2,1,0
1,7,0,45,0,25,10,0,0
4,4,0,19,4,36,10,1,1
3,3,1,25,4,7,0,1,1
1,5,1,26,3,30,9,1,0
4,7,0,9,2,33,4,1,0
3,4,1,30,2,4,8,0,1
5,7,1,29,3,13,9,1,1
5,6,1,25,1,6,5,0,1
1,0,0,11,4,32,5,1,1
1,4,0,51,0,25,7,0,1
2,5,0,30,0,11,5,0,1
4,7,0,11,3,35,5,1,0
4,6,0,8,0,27,8,0,0
2,3,0,16,2,20,10,1,1
2,4,0,21,0,11,2,1,0
4,5,0,42,2,33,5,0,0
1,4,1,49,0,25,3,0,1
2,4,0,28,2,20,3,1,1
1,7,0,5,3,30,7,0,0
1,6,0,43,4,32,11,1,1
4,6,0,43,0,27,9,0,0
4,5,0,15,3,35,8,0,0
1,4,0,41,4,32,5,1,0
7,8,1,23,0,10,10,0,0
7,1,1,0,0,10,1,1,0
1,6,1,33,1,26,8,1,1
1,6,0,25,2,28,7,1,0
5,5,0,7,0,2,0,1,0
2,6,1,39,0,11,0,1,1
7,6,0,5,3,21,4,1,1
4,5,0,23,3,35,7,1,1
7,8,0,36,0,10,11,0,0
2,4,1,18,3,22,1,1,0
1,4,1,47,1,26,6,1,0
4,2,0,33,4,36,6,0,0
1,0,0,46,1,26,7,1,0
3,8,0,47,4,7,11,1,0
7,7,1,43,4,23,0,1,0
1,5,0,34,3,30,3,0,0
2,6,0,22,1,18,4,1,1
2,6,0,45,0,11,8,0,1
2,7,0,16,4,24,3,1,0
1,5,0,30,2,28,0,1,0
4,9,1,50,1,31,8,0,1
1,4,1,10,1,26,11,0,0
6,0,0,41,3,38,9,1,0
4,2,1,41,4,36,4,0,1
3,5,0,37,3,5,1,1,0
1,9,0,34,2,28,8,1,1
7,5,0,39,2,19,6,0,0
3,6,1,51,0,0,4,1,0
0,9,0,30,0,3,2,0,1
1,7,1,41,1,26,1,0,1
3,8,1,21,4,7,1,2,0
1,5,0,51,4,32,3,0,0
3,9,1,50,4,7,11,0,1
4,8,0,4,1,31,2,0,0
1,6,0,20,2,28,1,1,1
7,4,0,43,4,23,7,1,0
3,8,1,0,4,7,6,0,0
2,5,0,35,2,20,6,0,0
1,7,0,24,0,25,4,1,0
5,1,1,25,2,9,0,0,0
6,1,0,16,2,37,9,1,0
1,4,0,0,4,32,2,0,0
2,5,1,17,0,11,11,0,0
4,3,0,23,0,27,8,1,1
4,5,0,50,3,35,4,0,0
2,5,0,39,0,11,11,0,1
3,4,0,17,3,5,6,0,0
2,5,1,40,1,18,8,1,0
7,4,0,35,1,16,3,0,0
1,7,0,26,2,28,1,0,1
2,6,0,6,0,11,5,1,0
2,0,0,51,4,24,5,0,0
1,5,0,46,0,25,1,1,0
2,7,0,32,1,18,8,1,1
4,2,1,20,3,35,6,0,0
6,6,0,27,2,37,1,1,0
0,4,1,2,2,12,3,0,1
1,7,1,1,0,25,4,1,0
2,7,0,15,4,24,1,0,0
1,6,1,32,1,26,4,0,1
4,1,1,12,1,31,1,2,1
1,4,1,5,0,25,4,0,0
7,5,0,5,1,16,5,0,0
4,4,1,23,0,27,10,1,0
1,2,1,36,1,26,11,1,1
4,6,0,43,2,33,3,1,0
1,5,1,46,1,26,0,0,1
1,2,0,2,3,30,7,0,1
1,5,1,13,1,26,1,2,0
1,5,1,31,0,25,1,1,1
5,5,0,46,1,6,1,2,0
1,7,1,39,4,32,3,0,0
6,7,0,43,2,37,2,0,0
1,5,0,46,3,30,5,1,0
1,6,0,27,4,32,1,1,0
4,6,1,0,3,35,1,2,0
1,4,0,34,2,28,2,0,0
2,8,1,46,0,11,6,0,1
7,6,1,23,3,21,1,1,0
1,8,1,26,3,30,3,0,0
1,9,0,46,3,30,6,0,0
5,3,0,7,1,6,10,0,0
3,1,0,25,1,1,6,1,0
1,4,0,38,2,28,6,0,0
1,6,1,27,2,28,7,0,1
0,4,1,15,3,15,0,2,0
2,7,1,28,3,22,0,0,1
4,4,0,20,3,35,8,0,0
7,8,0,34,3,21,4,0,0
4,9,0,46,2,33,8,1,1
7,5,0,43,3,21,6,1,0
4,5,1,48,0,27,1,2,1
1,1,1,16,0,25,11,0,1
1,1,0,23,1,26,3,1,1
5,3,0,50,2,9,2,0,1
6,6,1,11,2,37,9,0,0
3,7,0,25,1,1,10,0,1
5,4,1,51,0,2,8,1,1
4,6,0,7,2,33,5,1,0
1,4,1,47,3,30,6,1,0
1,3,0,33,1,26,10,1,1
1,5,0,26,0,25,5,0,0
3,5,0,7,1,1,10,1,0
1,9,1,4,2,28,2,1,0
4,4,1,12,0,27,8,0,1
2,3,1,13,3,22,1,0,1
1,4,0,31,4,32,5,1,1
0,6,1,48,4,17,6,0,1
1,5,0,1,0,25,3,1,1
2,4,1,4,0,11,0,2,1
1,6,1,51,1,26,3,1,0
1,4,0,28,0,25,5,1,0
5,5,1,12,0,2,11,0,1
3,5,0,7,0,0,2,1,1
1,7,0,7,4,32,5,0,1
5,7,0,38,0,2,3,1,0
7,4,0,8,0,10,11,0,0
3,6,1,3,0,0,7,1,0
1,6,0,23,2,28,11,0,1
1,9,0,12,0,25,9,1,1
7,2,0,48,1,16,6,0,0
3,3,0,19,0,0,1,0,0
1,3,1,19,1,26,2,0,1
1,9,0,17,0,25,1,0,0
2,5,0,33,3,22,7,0,0
7,6,1,5,1,16,7,1,0
1,4,1,40,0,25,9,1,0
3,5,1,36,3,5,8,0,1
5,4,1,6,2,9,0,1,1
3,4,0,31,0,0,1,0,0
1,3,0,26,4,32,8,0,0
1,7,1,37,3,30,9,0,0
6,7,0,38,4,39,1,0,0
1,6,1,40,1,26,10,0,1
6,6,0,9,3,38,2,2,0
5,0,0,2,3,13,10,1,0
1,5,0,45,3,30,3,1,1
7,4,0,47,4,23,5,0,0
0,4,1,2,2,12,0,1,0
4,5,0,8,2,33,4,1,1
1,0,1,45,3,30,6,0,0
5,6,0,46,0,2,4,1,0
1,8,0,4,1,26,10,0,1
3,9,0,1,0,0,9,1,1
1,1,0,21,0,25,10,0,1
1,8,0,28,4,32,3,0,1
3,3,0,19,2,4,7,1,0
7,2,1,22,2,19,10,0,1
5,6,1,21,3,13,0,0,1
1,7,0,9,0,25,2,1,1
1,9,0,50,0,25,2,2,0
6,5,0,7,2,37,7,1,1
6,5,1,43,4,39,1,0,1
1,1,0,48,1,26,6,1,1
2,9,0,34,2,20,2,1,1
1,8,1,20,1,26,10,0,1
1,5,0,19,3,30,2,1,0
4,5,0,33,3,35,4,1,1
7,3,0,9,4,23,6,0,0
2,1,1,0,3,22,4,0,0
3,6,1,49,0,0,2,0,0
5,8,0,51,2,9,9,1,1
1,8,1,29,0,25,3,1,0
1,3,1,9,3,30,5,1,1
0,6,0,16,4,17,0,2,0
1,6,0,38,1,26,8,1,1
3,6,1,38,1,1,1,2,0
3,7,1,10,4,7,6,1,1
7,0,1,13,1,16,7,0,0
2,6,1,31,0,11,6,0,0
5,9,1,0,4,14,8,1,0
2,6,0,4,3,22,8,1,0
2,1,0,8,1,18,8,0,0
3,3,0,6,1,1,4,1,0
1,4,1,50,0,25,3,0,1
1,4,0,12,4,32,8,1,0
4,3,0,45,4,36,3,1,0
1,3,0,32,0,25,10,0,0
0,9,0,10,0,3,4,1,0
3,6,0,34,4,7,5,1,1
1,8,0,29,1,26,6,0,1
4,4,0,44,1,31,2,0,1
7,4,1,36,0,10,1,0,1
1,8,1,8,4,32,0,2,1
1,5,0,40,3,30,0,0,1
7,5,1,50,0,10,5,1,0
2,4,1,17,0,11,7,1,0
2,2,0,38,1,18,3,1,1
1,4,1,47,0,25,6,1,0
1,5,0,23,1,26,3,1,0
5,7,1,4,3,13,10,1,0
4,3,0,22,3,35,3,0,1
3,5,0,27,3,5,0,1,1
1,0,1,12,0,25,6,1,1
3,2,1,4,1,1,10,0,0
5,8,0,4,2,9,11,0,0
4,6,1,5,2,33,3,0,0
2,4,1,9,3,22,8,1,1
4,5,1,45,3,35,10,0,1
7,7,0,49,2,19,4,0,1
3,5,0,3,4,7,8,1,0
1,0,0,22,4,32,6,1,0
1,6,0,11,3,30,6,0,0
3,4,0,7,4,7,1,0,0
1,5,0,39,1,26,5,1,0
3,5,0,19,1,1,10,1,0
4,5,0,27,4,36,10,1,1
1,1,0,22,2,28,5,1,1
2,1,1,14,4,24,4,1,1
4,8,1,29,0,27,9,1,1
2,4,0,25,1,18,1,2,1
3,4,0,12,0,0,3,1,0
2,3,0,33,2,20,0,2,0
3,3,0,41,4,7,5,1,0
6,3,1,16,1,34,4,1,1
1,6,0,12,0,25,0,1,1
1,4,0,42,4,32,0,0,1
1,6,1,5,4,32,0,2,1
1,6,1,51,4,32,4,0,0
2,6,1,42,2,20,11,0,0
1,6,0,1,1,26,6,1,0
6,3,1,30,2,37,1,0,0
2,0,1,49,0,11,5,1,0
2,8,1,51,3,22,11,1,0
5,3,1,19,0,2,1,1,1
1,2,1,19,2,28,9,0,0
0,7,0,13,2,12,9,1,0
2,9,1,30,1,18,10,0,1
7,6,0,11,2,19,11,1,1
4,5,1,30,2,33,1,1,1
7,5,0,46,4,23,1,1,0
7,7,0,38,2,19,6,0,1
6,9,0,25,3,38,8,0,0
7,9,1,45,0,10,11,1,1
2,4,0,24,2,20,2,1,0
7,2,1,14,0,10,7,1,0
1,3,0,39,2,28,0,1,1
2,9,0,18,1,18,9,1,0
5,5,0,46,0,2,8,0,0
3,3,1,47,3,5,8,1,0
3,6,0,7,1,1,1,2,0
0,5,0,50,3,15,10,1,1
6,6,0,35,0,29,0,1,0
2,4,1,9,0,11,11,0,0
7,4,0,13,2,19,0,2,0
1,6,1,11,0,25,3,1,1
1,7,0,37,1,26,8,0,0
5,4,0,25,2,9,7,1,0
1,6,0,50,4,32,6,0,1
1,1,0,13,0,25,0,2,0
2,2,1,39,1,18,3,1,0
4,6,1,13,3,35,11,0,0
1,2,0,3,4,32,4,1,0
5,4,0,49,2,9,4,1,0
2,5,0,38,0,11,5,1,0
3,7,0,31,3,5,9,0,0
0,0,0,9,0,3,6,0,1
1,5,0,43,1,26,5,0,0
1,4,1,20,2,28,1,1,1
2,7,0,47,3,22,9,1,1
2,5,0,11,2,20,1,1,1
3,8,1,17,4,7,1,1,1
6,9,0,4,4,39,9,0,0
3,5,1,39,4,7,5,1,1
1,5,0,51,4,32,7,1,1
5,4,1,46,1,6,10,0,1
1,1,0,6,3,30,3,1,1
7,1,0,19,0,10,10,1,1
1,0,0,41,3,30,10,0,1
1,2,0,7,4,32,6,1,0
3,2,0,51,4,7,4,0,0
1,4,1,43,3,30,10,1,0
1,3,1,9,1,26,4,1,0
1,7,1,21,1,26,6,0,1
2,8,0,36,0,11,2,1,1
2,9,0,24,2,20,9,1,1
7,9,1,30,4,23,3,1,1
3,6,1,30,2,4,5,1,1
3,1,0,46,3,5,1,2,0
2,0,0,7,2,20,0,1,1
1,7,0,26,1,26,5,1,0
1,5,1,38,1,26,4,0,1
1,7,0,18,0,25,2,0,0
1,7,0,51,4,32,7,1,1
5,1,1,45,4,14,3,0,0
7,9,0,30,0,10,5,0,1
2,5,0,15,4,24,10,0,0
7,2,1,24,4,23,4,0,1
3,6,1,22,2,4,1,0,0
7,8,1,29,4,23,8,1,0
2,7,0,13,1,18,1,1,0
5,6,0,16,4,14,0,1,0
3,6,0,28,4,7,8,1,0
1,6,0,44,2,28,11,0,0
5,1,1,36,4,14,8,0,0
6,4,1,10,1,34,0,1,1
5,4,0,48,3,13,6,0,0
6,2,0,16,1,34,3,0,0
2,4,1,33,2,20,6,0,0
1,7,1,46,1,26,11,1,1
3,4,1,32,2,4,5,1,0
3,4,0,21,1,1,1,2,0
2,8,0,2,2,20,10,0,0
1,5,1,24,3,30,2,2,0
1,5,0,20,3,30,2,2,0
3,3,1,26,1,1,1,0,1
2,4,0,38,4,24,11,1,0
2,7,0,20,0,11,2,0,0
3,7,0,49,1,1,7,1,0
1,0,1,13,4,32,1,1,0
1,8,0,0,4,32,11,0,1
3,5,0,32,0,0,9,1,0
4,6,1,42,0,27,1,1,0
2,3,1,19,1,18,4,0,0
1,6,0,45,1,26,5,1,0
3,8,0,38,1,1,10,0,0
1,5,0,50,4,32,5,0,1
4,2,1,34,0,27,8,1,1
3,1,0,51,1,1,8,1,0
6,5,1,42,2,37,0,0,0
2,6,0,7,0,11,5,0,1
1,5,0,43,4,32,9,0,1
1,7,0,3,1,26,8,1,1
1,0,1,48,0,25,2,1,1
1,9,0,15,4,32,1,1,1
1,3,0,28,3,30,6,1,0
4,0,1,35,3,35,3,0,1
1,4,0,38,1,26,1,0,0
4,6,0,50,2,33,8,0,0
1,7,1,17,0,25,2,1,0
1,2,1,22,3,30,5,1,0
1,7,0,19,4,32,6,1,1
7,4,0,6,4,23,9,0,1
2,7,0,51,0,11,1,0,1
7,4,0,32,3,21,8,0,1
1,5,0,33,0,25,5,1,1
2,5,0,38,2,20,10,0,1
1,1,1,38,2,28,2,2,0
2,4,1,39,4,24,3,1,1
7,4,1,51,0,10,5,0,0
2,1,0,16,3,22,11,1,0
3,0,1,46,4,7,7,0,1
1,0,1,2,3,30,11,1,0
7,3,0,51,2,19,0,2,1
1,6,1,13,0,25,6,1,1
3,5,0,11,2,4,9,1,0
4,0,1,5,1,31,4,0,0
5,6,0,49,1,6,5,0,0
1,3,0,47,1,26,5,1,1
6,4,0,49,1,34,5,1,0
4,5,0,11,1,31,7,1,1
4,6,0,42,4,36,5,0,1
1,5,0,2,4,32,4,1,1
3,5,0,3,0,0,3,1,0
1,6,0,27,4,32,0,0,1
1,4,0,35,4,32,4,0,1
2,0,0,36,0,11,5,0,0
2,3,0,34,0,11,10,1,0
1,0,1,46,2,28,5,0,1
3,9,1,48,0,0,3,1,0
3,4,0,21,1,1,6,0,1
7,7,0,12,2,19,5,0,0
1,4,0,19,2,28,9,1,1
4,5,0,39,2,33,11,0,0
1,7,0,23,3,30,0,0,1
1,6,0,5,2,28,8,1,0
2,7,0,22,4,24,4,0,1
7,2,0,18,2,19,10,1,0
5,1,0,48,0,2,3,0,0
3,8,0,16,2,4,1,1,1
2,3,1,10,0,11,2,0,0
6,6,0,46,1,34,2,0,0
0,7,1,6,0,3,0,0,0
0,5,0,16,0,3,10,1,1
2,6,1,30,4,24,3,1,1
2,7,1,17,4,24,1,1,0
2,5,0,13,3,22,0,1,0
4,4,0,25,0,27,3,1,1
1,4,0,22,1,26,9,0,1
7,5,1,49,4,23,6,0,1
1,7,1,12,3,30,3,1,1
2,4,0,0,2,20,2,2,0
1,5,1,1,4,32,8,1,1
2,6,0,40,3,22,1,0,1
3,1,1,48,1,1,5,1,0
7,6,1,17,4,23,0,0,1
1,5,0,14,1,26,2,1,0
7,3,0,7,3,21,1,1,1
7,4,0,40,4,23,2,0,0
3,7,0,42,4,7,7,0,1
1,2,0,20,1,26,10,1,0
1,1,0,25,0,25,1,0,0
4,3,0,4,1,31,11,1,0
3,3,0,41,3,5,0,2,0
1,7,0,37,3,30,4,0,0
0,4,0,43,2,12,9,1,0
1,7,0,47,1,26,6,1,1
1,6,1,16,2,28,2,1,0
7,7,0,25,1,16,2,0,0
1,6,0,34,2,28,3,0,0
3,5,0,12,3,5,1,0,0
4,5,0,13,0,27,11,1,0
2,5,1,44,0,11,6,1,1
1,6,1,35,1,26,4,0,1
1,4,1,45,4,32,2,1,1
4,5,0,45,3,35,9,0,0
1,2,0,19,1,26,7,0,1
2,4,1,2,2,20,2,1,0
1,3,0,14,1,26,5,0,1
1,4,1,51,4,32,11,1,1
2,5,0,18,4,24,5,0,1
2,5,0,16,3,22,11,0,1
1,6,1,28,4,32,7,1,1
7,3,0,3,2,19,4,0,0
5,4,0,23,0,2,2,1,1
4,7,0,30,1,31,2,0,1
1,7,0,34,1,26,3,1,1
1,3,1,33,0,25,5,0,0
3,6,1,44,4,7,6,1,1
1,3,1,20,2,28,1,2,0
3,0,1,24,3,5,9,1,0
1,3,0,35,2,28,8,0,1
1,6,1,19,4,32,4,1,0
2,7,0,41,3,22,6,0,0
4,4,0,14,4,36,1,0,1
4,5,0,39,2,33,5,0,1
3,3,0,23,1,1,7,1,1
2,1,0,50,0,11,7,0,0
5,6,0,18,4,14,0,2,0
1,5,0,41,1,26,11,1,0
7,3,0,13,2,19,7,0,0
5,7,1,21,0,2,6,1,1
1,9,0,27,2,28,0,0,1
6,3,0,17,2,37,2,1,0
6,0,0,33,3,38,4,0,0
7,4,0,14,0,10,1,2,0
1,6,0,39,1,26,0,1,1
7,4,1,27,1,16,11,1,0
3,7,0,40,1,1,1,0,0
3,9,1,50,3,5,7,1,1
7,6,1,28,1,16,11,1,0
1,4,1,49,0,25,3,1,1
1,2,0,25,4,32,1,1,1
4,3,0,29,4,36,6,0,0
3,3,0,28,0,0,7,1,1
1,8,1,49,1,26,10,1,0
1,5,1,8,4,32,1,0,0
1,8,0,12,4,32,3,0,0
3,6,0,18,0,0,5,0,1
4,4,1,22,2,33,8,0,1
3,9,0,12,1,1,4,0,0
3,5,0,34,4,7,10,0,0
5,4,0,19,0,2,3,0,1
2,8,0,13,2,20,6,0,1
7,6,1,24,2,19,5,1,0
2,3,0,51,2,20,0,2,1
1,5,1,44,4,32,1,2,1
1,1,0,50,1,26,1,2,0
7,9,1,38,2,19,6,0,0
7,5,0,14,4,23,9,1,1
4,0,0,8,3,35,9,0,0
3,4,0,46,2,4,0,2,1
1,2,0,28,1,26,5,0,1
2,0,1,25,0,11,2,1,0
1,5,0,9,3,30,10,1,1
3,4,0,30,2,4,1,0,0
7,7,1,44,4,23,4,0,1
7,5,1,50,4,23,9,0,1
1,3,1,22,0,25,0,1,1
2,3,0,11,0,11,2,2,0
1,5,1,50,3,30,5,1,1
1,5,1,30,3,30,4,1,1
5,1,1,33,4,14,1,1,1
7,4,0,18,1,16,1,1,0
1,0,0,42,0,25,11,0,0
1,7,1,31,2,28,1,0,1
3,6,0,20,1,1,1,1,0
1,8,0,11,3,30,2,1,0
3,6,0,22,2,4,8,1,1
7,4,0,42,3,21,6,1,0
0,7,1,21,2,12,2,0,1
6,5,0,44,3,38,1,2,0
1,2,0,36,0,25,0,2,1
0,6,0,24,2,12,1,1,0
1,3,1,40,4,32,2,0,1
3,6,1,5,0,0,3,0,0
2,0,0,41,1,18,1,0,1
1,8,1,46,1,26,4,0,0
2,6,0,40,2,20,8,1,1
6,4,1,31,2,37,3,0,1
0,0,0,14,2,12,8,1,0
1,8,0,21,3,30,5,1,1
3,9,1,36,1,1,10,1,1
1,0,0,40,3,30,9,1,1
2,5,0,21,1,18,7,0,1
7,4,0,4,0,10,1,2,1
